NG-25,NG-25
Nilotinib,Nilotinib
Nilutamide,Nilutamide
Nimustine,Nimustine
nivolumab,Nivolumab
Nivolumab,Nivolumab
nolvadex,Tamoxifen
Nolvadex,Tamoxifen
Not otherwise specified,NOS
Not specified,NOS
NPK76-II-72-1,NPK76-II-72-1
NSC-207895,NSC-207895
NSC-87877,NSC-87877
NU7441,NU7441
Nutlin-3a (-),Nutlin-3a
NVP-BHG712,NVP-BHG712
NVP-TAE684,NVP-TAE684
O6B6,O6-Benzylguanine
O6BG,O6-Benzylguanine
Obatoclax Mesylate,Obatoclax
Oca Rex Oregovomab,Oregovomab
Ofatumumab,Ofatumumab
O-ICE,Ifosfamide+Carboplatin+Etoposide
Olaparib,Olaparib
Omipalisib,Omipalisib
Oncophage,Vitespen
oncophage vaccine,Vitespen
Oncovin,Vincristine
ONYX-015,ONYX-015
Oral Etoposide,Etoposide
OS1-774,Erlotinib
OSI-027,OSI-027
OSI-930,OSI-930
OSU-03012,OSU-03012
Ovarex MA6 B43.13,Oregovomab
Ovarex Study,Oregovomab
Ovarex/IND,Oregovomab
Ovarex/placebo,Oregovomab
Ovarex/Placebo,Oregovomab
oxaliplatin,Oxaliplatin
Oxaliplatin,Oxaliplatin
OXALIPLATIN,Oxaliplatin
"Oxaliplatin, Folinic acid, Fluorouracil",Leucovorin+Fluorouracil+Oxaliplatin
Oxaliplatinum,Oxaliplatin
oxaliplatinum + 5-FU,Oxaliplatin+Fluorouracil
oxaliplatinum+ 5-FU,Oxaliplatin+Fluorouracil
oxaliplatinum+5 fluorouracilum,Oxaliplatin+Fluorouracil
oxaliplatinum+5-FU,Oxaliplatin+Fluorouracil
Oxaloplatin,Oxaliplatin
Oxcarbazepine,Oxcarbazepine
PAC-1,PAC-1
Pacilatxel,Paclitaxel
Paciltaxal,Paclitaxel
Paciltaxel,Paclitaxel
Paciltaxle,Paclitaxel
Pacitaxel,Paclitaxel
Pacitaxol,Paclitaxel
Pacliatxel,Paclitaxel
Pacliltaxel,Paclitaxel
paclitaxel,Paclitaxel
Paclitaxel,Paclitaxel
PACLITAXEL,Paclitaxel
Paclitaxel (Protein-Bound),Paclitaxel
Paclitaxel; Albumin-Bount,Paclitaxel
paclitaxelum,Paclitaxel
Paclitaxil,Paclitaxel
Paclitaxol,Paclitaxel
Palbociclib,Palbociclib
Palixtaxel,Paclitaxel
Pamidronate,Pamidronate
Pamidronic acid,Pamidronate
panitumumab,Panitumumab
Panitumumab,Panitumumab
Panzem,2-Methoxyestradiol
Paraplatin,Carboplatin
PARAPLATIN,Carboplatin
Parthenolide,Parthenolide
Patrin,Lomeguatrib
Patupilone,Patupilone
pazopanib,Pazopanib
Pazopanib,Pazopanib
PC2,NOS
PCB,Procarbazine
PCV,Procarbazine+Lomustine+Vincristine
PD 0332991,Palbociclib
PD0325901,PD0325901
PD173074,PD173074
Pegfilgrastim,Pegfilgrastim
Pegfilgrastim (Peg G-CSF),Pegfilgrastim
Pelitinib,Pelitinib
pembrolizumab,Pembrolizumab
Pembrolizumab,Pembrolizumab
pemetrexed,Pemetrexed
Pemetrexed,Pemetrexed
Pemetrexed (Alimta),Pemetrexed
pemetrexed disodium,Pemetrexed
Pemetrexed disodium,Pemetrexed
PEP3 KLH,PEP-3-KLH
Perifosine,Perifosine
Pevonedistat,Pevonedistat
PF-4708671,PF-4708671
PF-562271,PF-562271
PFI-1,PFI-1
PHA-665752,PHA-665752
PHA-793887,PHA-793887
Phenformin,Phenformin
Phenytoin Sodium,Phenytoin
PI-103,PI-103
PI88,PI-88
Pictilisib,Pictilisib
PIK-93,PIK-93
Piperlongumine,Piperlongumine
Placebo,NOS
Platinol,Cisplatin
platinum,Platinum
Platinum,Platinum
Plexxikon PLX3397,PLX3397
PLFE,PLFE
PLFE/FLO,PLFE+Leucovorin+Fluorouracil+Oxaliplatin
PLX-4720,PLX-4720
PNU-159548,PNU-159548
Poly E,Poly E
Poly LCLC,Poly ICLC
Polyplatillen,Cisplatin
Ponatinib,Ponatinib
Porfimer Sodium (Photofin),Porfimer
Porfimer Sodium (Photofrin),Porfimer
Porfimer Sodium(Photofin),Porfimer
PORTEC3-radiation alone,NOS
Predisone,Prednisone
Prednisolone,Prednisolone
prednisona,Prednisone
Prednisone,Prednisone
premetrexed,Pemetrexed
procarbazine,Procarbazine
Procarbazine,Procarbazine
PROCARBAZINE,Procarbazine
Procarbazine/CCNU/Vincristine,Procarbazine+Lomustine+Vincristine
Procarbizine,Procarbazine
Proleukin,Aldesleukin
proleukin (IL-2),Aldesleukin
Provera,Medroxyprogesterone
PS 341,Bortezomib
PS341,Bortezomib
PS-341 Bortrezomib,Bortezomib
PSC833,Valspodar
PSMA DNA Vaccine,PSMA DNA Vaccine
PTK-ZK,Vatalanib
PV-10,PV-10
px-866,px-866
Pyrazinamide,Pyrazinamide
Pyrimethamine,Pyrimethamine
QL-VIII-58,QL-VIII-58
QL-X-138,QL-X-138
QL-XI-92,QL-XI-92
QL-XII-47,QL-XII-47
QL-XII-61,QL-XII-61
QS11,QS11
Quizartinib,Quizartinib
R04929097,R04929097
R1507,Teprotumumab
Rad001,Everolimus
RAD001,Everolimus
raloxifene,Raloxifene
Raltitrexed,Raltitrexed
Rapamcyin,Rapamycin
Rapamycin,Rapamycin
Ras Inhibitor,NOS
RBBX 01,rBBX-01
rec MAGE 3-AS + AS15 ACS1 / Placebo Vaccine,MAGE-3-AS-AS15-ASCI
rec MAGE3-AS+AS15 ASCI vs Placebo,MAGE-3-AS-AS15-ASCI
Recentin Placebo AXDX2171,Cediranib
recMAGE- A3,MAGE-A3
recMAGE3-AS+AS15 ASCI/Placebo vaccine,MAGE-3-AS-AS15-ASCI
recPRAME+AS15,GSK2302025A
recPRAME+AS15 ASCI,GSK2302025A
Refametinib,Refametinib
regorafenib,Regorafenib
Regorafenib,Regorafenib
Reinoid/CIS retinoic acid,Isotretinoin
RenAmin,Amino Acids
Reolysin,Reolysin
Resiquimod,Resiquimod
Revlimid,Lenalidomide
Rhumab/Ind,NOS
rigosertib,Rigosertib
Rituxan,Rituximab
rituximab,Rituximab
Rituximab,Rituximab
RITUXIMAB,Rituximab
RO-3306,RO-3306
Roferon-A,Interferon A
rTRAIL,rTRAIL
Rucaparib,Rucaparib
Ruxolitinib,Ruxolitinib
SAHA,Vorinostat
SAHA/Vorinostat,Vorinostat
Salubrinal,Salubrinal
Saracatinib,Saracatinib
Sarafenib,Sorafenib
Sarasar,Lonafarnib
Sargramostin,Sargramostim
SB216763,SB216763
SB-505124,SB-505124
SB52334,SB52334
SB590885,SB590885
SCH 58500,SCH 58500
SCH63666,Lonafarnib
SCH66336,Lonafarnib
SCH6636,Lonafarnib
Seliciclib,Seliciclib
Selisistat,Selisistat
Selumetinib,Selumetinib
Sepantronium bromide,Sepantronium bromide
Serdemetan,Serdemetan
SGC0946,SGC0946
Shikonin,Shikonin
Sirolimus,Sirolimus
SL0101,SL0101
SN-38,Irinotecan
SNS 595,Vosaroxin
SNX-2112,SNX-2112
SOM 230,Pasireotide
sorafenib,Sorafenib
Sorafenib,Sorafenib
SORAFENIB,Sorafenib
Sorafenib - Nexavar,Sorafenib
Sorafenib (Bay 43-9006),Sorafenib
Sorafinib ( Nexavar),Sorafenib
Sovatenib,Sorafenib
STF-62247,STF-62247
Streptozocin,Streptozocin
streptozocin,Streptozocin
S-Trityl-L-cysteine,S-Trityl-L-cysteine
Study drug AMG 655,Conatumumab
SU101,Leflunomide
Sulindac,Sulindac
sunitinib,Sunitinib
Sunitinib,Sunitinib
sunitinib (sutent),Sunitinib
Suramin,Suramin
sutent,Sunitinib
Sutent,Sunitinib
SUTENT,Sunitinib
sutent (sunitinib),Sunitinib
Sutent (Sunitinib),Sunitinib
Sylatron,Peginterferon alfa-2a
synthroid,Levothyroxine
Synthroid,Levothyroxine
SYNTHROID,Levothyroxine
T0901317,T0901317
TAK-715,TAK-715
Talazoparib,Talazoparib
Talimogene Laherparepvec (T-VEC),Talimogene
tamoxifen,Tamoxifen
Tamoxifen,Tamoxifen
TAMOXIFEN,Tamoxifen
Tamoxifen & Megace,Tamoxifen+Megestrol
TAMOXIFEN (NOVADEX),Tamoxifen
tamoxifen citrate,Tamoxifen
tamoxiphen+anastrazolum,Tamoxifen+Anastrozole
tamoxiphene,Tamoxifen
tamoxiphene+anastrozolum,Tamoxifen+Anastrozole
tamoxiphene+leuporeline+gosereline,Tamoxifen+Leuprolide+Goserelin
Tamoxiten,Tamoxifen
Tanceva,Erlotinib
Tanespimycin,Tanespimycin
Tarceva,Erlotinib
TARCEVA,Erlotinib
Tarceva (Erlotinib),Erlotinib
Tarceva/Erlotinib,Erlotinib
Tarveca,Erlotinib
Taxane,NOS
Taxel,Paclitaxel
taxol,Paclitaxel
Taxol,Paclitaxel
TAXOL,Paclitaxel
Taxol or Taxotere,NOS
Taxol/Carboplatin,Carboplatin+Paclitaxel
taxol+adriamycin+cyclophosphamide+herceptin,Paclitaxel+Doxorubicin+Cyclophosphamide+Trastuzumab
taxotere,Docetaxel
Taxotere,Docetaxel
TAXOTERE,Docetaxel
Taxotere/Cytoxan,Cyclophosphamide+Docetaxel
Taxoterecin,Docetaxel
tc,Cyclophosphamide+Docetaxel
TC,Cyclophosphamide+Docetaxel
TCH,Docetaxel+Carboplatin+Trastuzumab
Temador,Temozolomide
Temazolomide,Temozolomide
Temodal,Temozolomide
temodar,Temozolomide
Temodar,Temozolomide
Temodar (escalation),Temozolomide
Temodor,Temozolomide
Temoxolomide,Temozolomide
Temozlomide,Temozolomide
Temozolamide,Temozolomide
temozolomide,Temozolomide
Temozolomide,Temozolomide
TEMOZOLOMIDE,Temozolomide
Temozolomode,Temozolomide
Temozolomoide,Temozolomide
Temozomide,Temozolomide
temsirolimus,Temsirolimus
Temsirolimus,Temsirolimus
Teniposide,Teniposide
Tesetaxel,Tesetaxel
Tetrathiomolybdate,Tiomolibdate
TGX221,TGX221
thalidomide,Thalidomide
Thalidomide,Thalidomide
Thalomid,Thalidomide
Thapsigargin,Thapsigargin
Themozolomide,Temozolomide
ThioTepa,Thiotepa
Threshold-302,Evofosfamide
THZ-2-102-1,THZ-2-102-1
THZ-2-49,THZ-2-49
Tipfarnib (R115777),Tipifarnib
Tipifarnib,Tipifarnib
Tipifarnib (R115777),Tipifarnib
Tivantinib (ARQ-197),Tivantinib
Tivozanib,Tivozanib
TL-1-85,TL-1-85
TL-2-105,TL-2-105
TL32711,Birinapant
Tomaxifen,Tamoxifen
Topecan,Topotecan
Topetecan,Topotecan
topotecan,Topotecan
Topotecan,Topotecan
Topotecan HCl,Topotecan
Topotecan HCL,Topotecan
Topotecan/Carboplatin,Topotecan+Carboplatin
Toptecan,Topotecan
Torisel,Temsirolimus
TORISEL,Temsirolimus
Tozasertib,Tozasertib
TPCA-1,TPCA-1
trabectedin,Trabectedin
Trabectedin,Trabectedin
Trametinib,Trametinib
trastuzumab,Trastuzumab
Trastuzumab,Trastuzumab
TRASTUZUMAB,Trastuzumab
Trelstar,Triptorelin
Trenantone,Leuprolide
Treosulfan,Treosulfan
Tretinoin,Tretinoin
triptorelin,Triptorelin
Triptorelin,Triptorelin
Trustuzumab,Trastuzumab
TS-1,Tegafur+Gimeracil+Oteracil
Tubastatin A,Tubastatin A
Tumor Vaccine,NOS
TW 37,TW 37
Tyrosine kinase inhibitor,NOS
UNC0638,UNC0638
UNC1215,UNC1215
Unkown,NOS
Valproic acid,Valproic Acid
Valproic Acid,Valproic Acid
Vamydex,Vamydex
Vandetanib,Vandetanib
Vatalanib (PTK787),Vatalanib
vectibix,Panitumumab
VECTIBIX,Panitumumab
VEGF-TRAP,Aflibercept
Velcade,Dortezomib
Veliparib,Veliparib
vemurafenib,Vemurafenib
Vemurafenib,Vemurafenib
VEMURAFENIB,Vemurafenib
Vepesid,Etoposide
vinblastine,Vinblastine
Vinblastine,Vinblastine
Vincristin,Vincristine
vincristina,Vincristine
vincristine,Vincristine
Vincristine,Vincristine
VINCRISTINE,Vincristine
Vincristine (sulfate),Vincristine
Vinorelbin,Vinorelbine
Vinorelbin Tartrate,Vinorelbine
Vinorelbine,Vinorelbine
Vinorelbine Tartrate,Vinorelbine
Vismodegib,Vismodegib
VMCL,VMCL
VNLG/124,VNLG/124
Vorinostat,Vorinostat
Votrient,Pazopanib
Vp 16,Etoposide
VP 16,Etoposide
VP 16 (Etoposide),Etoposide
VP16,Etoposide
VP-16,Etoposide
VX-11e,VX-11e
VX-702,VX-702
WH-4-023,WH-4-023
WHI-P97,WHI-P97
WIKI4,WIKI4
WT-1 Vaccine,WT-1 Vaccine
WZ-1-84,WZ-1-84
WZ3105,WZ3105
XAV939,XAV939
xeloda,Capecitabine
Xeloda,Capecitabine
XELODA,Capecitabine
Xeloda (Capecitabine),Capecitabine
Xeloda(capecitabine),Capecitabine
Xelox,Capecitabine+Oxaliplatin
Xgeva,Denosumab
XL 184,Cabozantinib
XL184,Cabozantinib
XMD11-85h,XMD11-85h
XMD13-2,XMD13-2
XMD14-99,XMD14-99
XMD15-27,XMD15-27
XMD8-85,XMD8-85
XMD8-92,XMD8-92
Xyotax,Paclitaxel
Y-39983,Y-39983
Yervoy,Ipilimumab
YK-4-279,YK-4-279
YM201636,YM201636
Yondelis,Trabectedin
ZD6474,Vandetanib
ZG-10,ZG-10
Zibotentan,Zibotentan
Z-LLNle-CHO,Z-LLNle-CHO
ZM447439,ZM447439
Zofran,Ondansetron
Zoladex,Goserelin
zoledronic acid,Zoledronic acid
Zoledronic acid,Zoledronic acid
Zoledronic Acid,Zoledronic acid
ZOLEDRONIC ACID,Zoledronic acid
Zometa,Zoledronic acid
ZSTK474,ZSTK474
