REACTION,KCAT [1/hr],STEP
SBTD_D2,1420101.887,12
SBTR,453600,2
SCP21x,,
SCP22x,,
SCP2x,78486.83675,11
SCPx,753.7453531,9
SEAHCYSHYD,2844,7
SEAHCYStn,3672,19
SEASMETtn,198360,11
SELADT,66897,5
SELCYSLY,1296289.059,20
SELCYSLY2,,
SELCYSTGL,432,8
SELCYSTS,40275,2
SELMETAT,132.84,5
SELNPS,152477.8593,23
SELt4_3,,
Ser_Thrtg,,
SERALANaEx,,
SERASNNaEx,,
SERCYSNaEx,,
SERDGLNexR,,
SERDGLYexR,,
SERGLNexR,,
SERGLNNaEx,,
SERGLYexR,,
SERHL,,
SERLYSNaex,,
SERPT,4584,5
SERt4,,
SERTHRNaEx,,
SERtN1,,
SERtp,,
SFGTH,63018,5
SGALSIDEtg,,
SGALSIDEtl,,
SGPL11r,3706.469388,20
SGPL12r,3706.593443,20
SIAASE,3116412,11
SIAASE2ly,82800,8
SIAASE3ly,82800,8
SIAASE4ly,82800,8
SIAASEly,82800,8
SIAT4Bg,1944,17
SIAT9g,1944,17
sink_citr[c],,
sink_pre_prot[r],,
SLCBK1,,
SLDt,20746.14268,11
SLDx,36579.6,14
SLDxm,4233175.2,5
SMPD3g,52138.97086,21
SMPD3l,52138.97086,21
SMPD4,198075.6926,11
SMS,206520.3866,11
SO4CLtex2,,
SO4HCOtex,,
SO4OXAtex2,,
SO4t4_2,,
SO4tl,,
SOAT11,8523.158896,23
SOAT11r,8523.158896,23
SOAT12,,
SOAT12r,,
SPC_HSt,,
SPH1Pte,,
SPH1Ptr,,
SPHGNtr,,
SPHINGStl,,
SPHINGStr,,
SPHK21c,,
SPHMDAc,,
SPHMYLNtg,,
SPHMYLNtl,,
SPHS1Pte,,
SPHS1Ptr,,
SPMDOX,1260,18
SPODMe,80280000,8
SPODMm,80280000,8
SPODMn,80280000,8
SPODMx,80280000,8
SPR,4365.510795,8
SPRMS,115200,2
SPRn,4365.510795,8
SPTix,1296,2
SQLEr,8867.89374,23
SQLSr,1290.6,5
SR5AR2r,8640,11
SR5ARr,8640,11
SRTN23OX,22770,14
SRTNACT,76200,3
SRTNMTX,4010.459474,12
SRTNt6_2_r,,
SRTNtu,,
ST3GAL21g,360000000,12
ST3GAL22g,360000000,12
ST3GAL23g,1944,17
ST3GAL31g,1944,17
ST3GAL61g,3834.709925,8
ST3GAL62g,100476.96,9
ST6GALNAC21,1944,17
ST6GALNAC22,1944,17
ST6GALNAC23,1944,17
ST6GALNAC24,1944,17
ST6GALNAC25,1944,17
ST6GALNAC26,1944,17
ST6GALNAC27,1944,17
ST6GALNAC28,1944,17
ST6GALNAC31,,
ST6GALNAC62,,
ST8SIA11,1944,17
ST8SIA12,1944,17
ST8SIA51g,1944,17
ST8SIA52g,1944,17
ST8SIA53g,1944,17
ST8SIA54g,1944,17
ST8SIA55g,1944,17
ST8SIA56g,1944,17
STCOAtx,,
STRDNCCPT1,29406.78566,20
STRDNCCPT2,774.9523358,22
STRDNCCRNt,6848.452674,23
STRDNCt,,
STS1,23328,2
STS1r,23328,2
STS2,23328,8
STS2r,23328,8
SUCCt2m,,
SUCCt4_2,,
SUCCtp,,
SUCD1m,18826746.04,21
SUCOAS1m,8640,16
SUCOASm,97056,5
SUCRe,453600,5
SULFOX,30236.78571,20
T2M26DCOAHLm,13422600,11
T2M26DCOAHLx,13422600,11
T4HCINNMFM,,
T4HCINNOX,189952.0257,11
TAGAT_Dt,,
TAGt,,
TAURt4_2_r,,
TAURtcx,,
TAXOLte,,
TCHOLAt,,
TCHOLAt2,,
TCHOLAte,,
TCHOLAtx,,
TCYNTt,,
TCYNTtm,,
TDCHOLAte,,
TDCHOLAtx,,
TDP,5589640.534,11
TDPDRR,104400,6
TDPm,478800,11
TETHEX3COAtx,,
TETHEX3t,,
TETPENT3COAtx,,
TETPENT3CPT1,29407.44076,20
TETPENT3CPT2,,
TETPENT3CRNt,,
TETPENT3t,,
TETPENT6COAtx,,
TETPENT6CPT1,29406.78566,20
TETPENT6CPT2,,
TETPENT6CRNt,5509393.587,11
TETPENT6t,,
TETTET6COAtx,,
TETTET6CPT1,29407.44076,20
TETTET6CPT2,478800,11
TETTET6CRNt,,
TETTET6t,,
THBPT4ACAMDASE,169200,9
THCHOLSTOICtm,,
THD1m,147180.06,12
THFt2,,
THFtl,,
THFtm,,
THMDt4,,
THMMPt4,,
THMMPtm,,
THMP,,
THMPPtm,,
THMt2m,,
THMTP,598608,9
THMTPt,,
THP2Ctp,,
THRALANaEx,,
THRASNNaEx,,
THRCYSNaEx,,
THRGLNexR,,
THRGLNNaEx,,
THRGLYexR,,
THRSERNaEx,,
THRt4,,
THYMDt1,,
THYMDtl,,
THYMDtm,,
THYMt,,
THYOXt,,
THYOXt2,,
THYPX,273600,5
TMABADH,8910,14
TMDK1m,1015200,1
TMDPP,25920,2
TMDPPK,248.4,2
TMLYSOX,5706,14
TMLYSter,,
TMNDNCCOAtx,,
TMNDNCCPT1,29405.45856,20
TMNDNCCPT2,,
TMNDNCCRNt,1246912.294,11
TMNDNCt,,
TOLBUTAMIDEte,,
TRDR,68067.6,3
TRDR2,900,5
TRDR3,720,5
TRDRm,68067.6,3
TREH,2505600,5
TREHe,2505600,5
TRIODTHYSUFt,,
TRIODTHYSULT,91440,5
TRIODTHYt,,
TRIODTHYt2,,
TRIOK,16032,2
TRPHYDRO2,13528.2,3
TRPO2,7902,3
TRPt4,,
TRYPTAOX,9887.4,5
TS3,18340.09302,8
TSTSTERONEGLCte,,
TSTSTERONEGLCtr,,
TSTSTERONESte,,
TSTSTERONESULT,1681.2,5
TSTSTERONEt,,
TSTSTERONEtr,,
TSULt4_3,,
TTDCAtr,,
TTDCPT2,,
TTDCRNt,16342.21306,8
TXA2te,,
TXA2tr,,
TXASr,64580.4,3
TYMSFt,,
TYMSULT,91440,5
TYR3MO2,5347.44,2
TYRASE,,
TYRCBOX,2520,6
TYRDOPO,3278.7,5
TYRDOPO3,100846.8,5
TYROXDAc,14400,14
TYRt,,
TYRt4,,
TYRTAm,101100,3
UAG2EMAi,1188,5
UAGALDP,,
UDPACGALtl,,
UDPDOLPT_L,21.537,14
UDPDOLPT_U,21.537,14
UDPG1P,,
UDPGALt2g,,
UDPGALtg,,
UDPGD,4140,2
UDPGLCAter,,
UDPGLCAtg,,
UDPGLCter,,
UDPGLCtg,,
UDPGLDCg,3330,5
UDPGNP,86424852.74,11
UDPGP,1050830.386,11
UDPtl,,
UDPXYLter,,
UDPXYLtg,,
UGALGTg,5344.8,14
UGALNACter,,
UGALNACtg,,
UGCG,21.537,14
UGLCNACtg,,
UGT1A10r,10.8,14
UGT1A1r,10.8,14
UGT1A2r,5.4,14
UGT1A3r,10.8,14
UGT1A4r,10.8,14
UGT1A5r,10.8,14
UGT1A5r2,10.8,14
UGT1A6r,10.8,14
UGT1A7r,10.8,14
UGT1A8r,10.8,14
UGT1A9r,10.8,14
UMPK2,399600,2
UMPK2n,399600,2
UMPK3,399600,2
UMPK3n,399600,2
UMPK4,399600,2
UMPK4n,399600,2
UMPK5,399600,2
UMPK5n,399600,2
UMPK6,399600,2
UMPK6n,399600,2
UMPK7,399600,2
UMPK7n,399600,2
UMPKm,3813.600165,20
UMPKn,399600,2
UMPtr,,
UNK2,,
UPPN,92556,5
URAt,,
URATEt,,
URATEtx,,
UREAt5,,
UREAtm,271830.1717,8
URIDK2m,20880,3
URIK1,11520,9
URIt,,
URIt4,,
Uritl,,
Uritm,,
Uritn,,
UROLACer,1181312.038,20
UTPtn,,
VACCt,,
VALt4,,
VALt5m,,
VALTAm,4449600,2
VALtec,,
VD3,,
VITD2Hm,,
VITD2t,,
VITD2tm,,
VITD3Hm,,
VITD3t,,
VITD3tm,,
VITD3tm3,,
VLCS2p,11736.054,15
VLCS2r,11736.054,15
VLCSp,11736.054,15
VLCSr,11736.054,15
WHDDCAte,,
WHHDCAte,,
WHTSTSTERONEte,,
WHTTDCAte,,
XANDp,36579.6,14
XANtx,,
XAO2x,930.8007994,19
XAOx,1126.506082,19
XOL27OHtm,,
XOL7AH2tm,,
XOL7AH2tr,,
XOL7AONEtr,,
XOLDIOLONEt,,
XOLDIOLONEtm,,
XOLEST2te,,
XOLESTte,,
XOLTRI24tc,,
XOLTRI24te,,
XOLTRI25tc,,
XOLTRI25te,,
XOLTRI27tc,,
XOLTRI27te,,
XOLTRIOLtm,,
XOLTRIOLtr,,
XSERtg,,
XYLK,126000,2
XYLTD_Dr,2621556,5
XYLTer,130.68,9
XYLtly,,
XYLTt,,
XYLUR,3870,2
YVITEt,,
EX_4abutn[e],,
EX_acmana[e],,
EX_ahdt[e],,
EX_ctp[e],,
EX_dgmp[e],,
EX_dgtp[e],,
EX_dha[e],,
EX_dhap[e],,
EX_dtmp[e],,
EX_dttp[e],,
EX_fad[e],,
EX_fald[e],,
EX_g1p[e],,
EX_HC00229[e],,
EX_HC00250[e],,
EX_HC01104[e],,
EX_HC01361[e],,
EX_HC01440[e],,
EX_HC01441[e],,
EX_HC01444[e],,
EX_HC01446[e],,
EX_HC01577[e],,
EX_HC01609[e],,
EX_HC01610[e],,
EX_HC01700[e],,
EX_HC02160[e],,
EX_HC02161[e],,
EX_itp[e],,
EX_orot[e],,
EX_prpp[e],,
EX_pydx5p[e],,
EX_udpg[e],,
r0001,,
r0002,,
r0009,1001313.6,5
r0013,3362400,6
r0016,954,6
r0021,594000,8
r0022,594000,8
r0023,2638.8,2
r0024,9709.714286,14
r0027,35103.91258,8
r0028,278280,5
r0033,139.32,5
r0034,20628,2
r0047,673200,3
r0051,13582.8,6
r0055,139680,15
r0062,26136,4
r0068,292320,6
r0074,14076,17
r0081,117997.7143,5
r0083,142384.2134,11
r0084,142384.2134,11
r0085,9364.491594,11
r0086,63000,5
r0093,302400,5
r0097,4351230,6
r0113,1188,5
r0119,4132680,17
r0120,140.4,5
r0121,140.4,5
r0122,11534400,5
r0129,10708.98113,9
r0130,10708.98113,9
r0139,521942.4611,11
r0142,88360,2
r0145,4854.857143,14
r0149,535352.531,11
r0153,11534400,5
r0156,1296,14
r0157,1296,14
r0160,442033.4601,12
r0163,1656,17
r0165,11534400,5
r0166,2226960,17
r0170,860.4,5
r0173,115200,5
r0178,114120,5
r0179,231840,4
r0181,379080,5
r0186,115.2,21
r0191,308257.2,5
r0193,432,2
r0196,1086,5
r0202,183600,5
r0205,119880,12
r0208,37080,5
r0210,40275,2
r0221,8640,4
r0224,183600,2
r0226,183600,2
r0236,28260,17
r0239,250440,11
r0242,628671.1409,8
r0245,205920,11
r0246,205920,11
r0249,22304400,5
r0267,131226.8538,23
r0268,129493.8369,23
r0276,1008,11
r0280,11534400,5
r0281,34214280,14
r0283,2016,14
r0287,29675.53696,8
r0301,20628,14
r0308,122718.9224,20
r0309,573.6724448,20
r0310,19096744.19,21
r0311,104.4,5
r0317,19080,17
r0319,53880,8
r0321,11736.054,15
r0330,1689975,17
r0331,2004840,17
r0340,990000,6
r0354,282480,2
r0355,282480,2
r0357,282480,8
r0358,282480,8
r0360,13608,5
r0361,13608,5
r0363,282480,8
r0364,282480,8
r0365,756,5
r0366,14.4,12
r0368,137.64,5
r0377,168,2
r0380,45317815.49,11
r0381,2066400,15
r0383,163292.4,2
r0384,163292.4,20
r0385,15477.96,3
r0386,15477.96,9
r0388,703.4070081,8
r0389,71640,5
r0390,903600,8
r0391,147.6,15
r0393,8910,2
r0394,2700,6
r0395,15660,6
r0399,10344,3
r0400,128989.388,23
r0402,4415.652399,8
r0403,13528.2,3
r0407,10.8,5
r0408,1285200,2
r0409,1285200,8
r0410,56520,14
r0413,11534400,5
r0423,136226.8989,5
r0424,136226.8989,5
r0425,66034.57091,5
r0426,3960,5
r0430,9720,15
r0431,9720,15
r0432,9720,15
r0433,5225400,17
r0434,3708,17
r0437,3312,16
r0438,29407.44076,20
r0440,29407.44076,20
r0441,154.8,18
r0443,154.8,18
r0444,29406.78566,20
r0446,29406.78566,20
r0450,66240,6
r0451,163292.4,20
r0456,180,2
r0463,9027,11
r0464,8439.294479,8
r0465,2016,14
r0466,32760,14
r0470,10192.2,12
r0472,10192.2,12
r0474,10192.2,12
r0475,10192.2,12
r0480,20076,5
r0483,27612,14
r0488,82.8,12
r0494,288720,5
r0497,72000,5
r0502,248400,5
r0504,141804,6
r0509,224400,5
r0510,1260,12
r0511,1260,6
r0512,183600,2
r0514,183600,2
r0517,1093.683539,11
r0522,46373.62219,12
r0523,3043363.353,23
r0525,14076,17
r0527,9972,11
r0531,11520,3
r0537,3706.423358,20
r0539,22770,14
r0541,18981146.55,21
r0545,95400,3
r0546,95400,3
r0547,139680,3
r0548,139680,3
r0549,8910,2
r0552,178074,5
r0553,217382.4,5
r0555,8640,12
r0556,19519.2,17
r0557,5225400,17
r0558,8910,14
r0559,144,8
r0560,10440000,15
r0561,5225400,17
r0568,65880,9
r0571,158792.0883,20
r0573,11736.054,15
r0575,1720.8,5
r0578,5097.6,5
r0579,5097.6,5
r0580,7231.784108,20
r0584,1150399.159,11
r0587,388800,5
r0590,16920,5
r0591,1242295.158,11
r0594,40320,6
r0595,235236,6
r0596,606000,12
r0598,714.6,6
r0603,6372,6
r0604,5225400,17
r0610,1285200,8
r0611,1285200,8
r0614,10440,2
r0615,445335.7533,8
r0616,445335.7533,8
r0617,198000,3
r0618,198000,3
r0620,163292.4,20
r0625,8910,14
r0626,36579.6,14
r0627,41919391.38,11
r0629,1253.7,17
r0630,29399.91365,20
r0633,573.6724448,20
r0634,5040,2
r0636,1321.2,12
r0637,1321.2,6
r0638,573.6724448,20
r0639,29621.5993,8
r0641,4140000,9
r0642,8910,2
r0643,8910,2
r0644,144,8
r0645,8910,14
r0647,1285200,8
r0648,4140000,9
r0649,4140000,9
r0650,11736.054,15
r0651,11736.054,15
r0652,573.6724448,20
r0653,29621.5993,8
r0655,18862847.95,21
r0656,5225400,17
r0660,13422600,11
r0661,13422600,11
r0666,2710787.762,23
r0668,6480,5
r0669,13422600,11
r0670,15477.96,9
r0672,391109.2303,14
r0673,160922.16,14
r0678,9720,9
r0679,5097.6,5
r0680,5097.6,5
r0681,9720,9
r0682,75646.84867,23
r0683,18703255.81,21
r0686,82560,15
r0688,8910,2
r0691,9720,9
r0692,9720,9
r0693,9720,9
r0694,9720,9
r0695,9720,9
r0696,9720,9
r0697,9720,9
r0698,28938.08917,8
r0701,9720,9
r0702,9720,9
r0706,6420,11
r0707,482500.8878,8
r0708,140.4,11
r0709,140.4,11
r0712,9720,9
r0713,9720,9
r0714,4539600,3
r0715,4539600,3
r0716,13422600,11
r0717,13422600,11
r0718,4539600,3
r0719,4539600,3
r0720,13422600,11
r0721,13422600,11
r0722,4539600,3
r0723,4539600,3
r0724,5040,2
r0726,4539600,3
r0727,4539600,3
r0728,13422600,11
r0729,13422600,11
r0730,4320,13
r0731,13422600,11
r0732,29621.5993,8
r0733,4539600,3
r0734,648000,6
r0735,573.6724448,20
r0737,41749819.46,11
r0739,2581.2,3
r0741,9709.714286,14
r0743,4539600,3
r0744,73887445.16,20
r0747,0.612,2
r0750,0.612,2
r0752,95400,3
r0753,139680,3
r0754,95400,3
r0755,139680,3
r0756,95400,3
r0757,139680,3
r0758,8910,2
r0760,9720,9
r0761,9720,9
r0762,9720,9
r0763,9720,9
r0764,9720,9
r0765,9720,9
r0766,9720,9
r0767,9720,9
r0768,9720,9
r0769,9720,9
r0770,9720,9
r0771,9720,9
r0772,9720,9
r0773,9720,9
r0774,446.4,3
r0775,140.4,11
r0776,140.4,11
r0777,140.4,11
r0778,140.4,11
r0779,606000,6
r0780,364.3749735,20
r0781,3236.571429,14
r0782,2700,6
r0783,364.3749735,20
r0784,34554.91765,14
r0786,3706.593443,20
r0787,811172.5327,8
r0788,14580,5
r0789,14676,5
r0791,615.6,14
r0795,117720,11
r0796,2196,6
r0797,9720,9
r0800,9720,9
r0801,,
r0802,,
r0803,,
r0804,,
r0805,,
r0806,,
r0807,,
r0808,,
r0809,606000,12
r0812,438.1822587,20
r0813,,
r0817,,
r0818,569.2304348,20
r0819,,
r0821,,
r0822,,
r0825,,
r0826,,
r0829,,
r0830,,
r0834,,
r0835,,
r0836,,
r0838,,
r0839,,
r0840,,
r0841,,
r0842,,
r0845,,
r0853,,
r0859,,
r0860,,
r0870,,
r0871,,
r0879,,
r0881,,
r0885,,
r0886,,
r0892,,
r0899,,
r0907,,
r0908,,
r0909,,
r0911,,
r0913,,
r0915,,
r0917,,
r0921,,
r0924,,
r0925,,
r0926,,
r0927,,
r0931,,
r0932,,
r0934,,
r0936,,
r0937,,
r0940,,
r0941,,
r0942,,
r0944,,
r0946,,
r0947,,
r0950,,
r0954,,
r0960,,
r0961,,
r0962,,
r0968,,
r0970,,
r0973,,
r0974,,
r0975,,
r0983,,
r0984,,
r0986,,
r0987,,
r0988,,
r0989,,
r0990,,
r0992,,
r0993,,
r0994,,
r0995,,
r0997,,
r0998,,
r0999,,
r1000,,
r1001,,
r1002,,
r1003,,
r1004,,
r1005,,
r1006,,
r1007,,
r1008,,
r1010,,
r1011,,
r1012,,
r1013,,
r1014,,
r1015,,
r1017,,
r1018,,
r1019,,
r1020,,
r1021,,
r1024,,
r1025,,
r1026,,
r1027,,
r1028,,
r1029,,
r1030,,
r1033,,
r1034,,
r1043,,
r1044,,
r1045,,
r1048,,
r1049,,
r1050,,
r1051,,
r1052,,
r1054,,
r1055,,
r1056,,
r1057,,
r1059,,
r1061,,
r1062,,
r1063,,
r1064,,
r1067,,
r1068,,
r1071,,
r1073,,
r1074,,
r1076,,
r1077,,
r1078,,
r1080,,
r1081,,
r1082,,
r1088,,
r1090,,
r1092,,
r1093,,
r1094,,
r1095,,
r1096,,
r1097,,
r1098,,
r1099,,
r1100,,
r1101,,
r1102,,
r1103,,
r1104,,
r1105,,
r1106,,
r1109,21960,20
r1112,15525,17
r1113,26147.36842,17
r1116,,
r1117,,
r1127,,
r1128,,
r1129,,
r1130,,
r1131,,
r1132,,
r1133,,
r1134,9709.714286,14
r1135,125.16,8
r1140,,
r1143,,
r1144,,
r1146,,
r1147,,
r1148,,
r1150,,
r1154,193200,17
r1155,,
r1156,11520,9
r1159,,
r1162,,
r1163,,
r1164,3708,17
r1165,28646.80851,20
r1166,255.6,18
r1167,270,18
r1168,29407.44076,20
r1169,29406.78566,20
r1170,29406.78566,20
r1171,154.8,18
r1172,8422615.134,11
r1173,1619.287129,12
r1174,8422615.134,11
r1175,198120,5
r1176,1619.287129,12
r1177,496800,5
r1178,1260,6
r1179,9499710.228,11
r1180,1653.131105,12
r1181,9499710.228,11
r1182,681231024,11
r1183,9762674.312,11
r1184,1665,12
r1185,39.6,11
r1186,39.6,11
r1187,39.6,11
r1188,39.6,11
r1189,39.6,11
r1190,39.6,11
r1251,104.4,5
r1252,104.4,5
r1253,104.4,5
r1254,104.4,5
r1255,104.4,5
r1257,104.4,5
r1259,104.4,5
r1260,104.4,5
r1262,104.4,5
r1290,104.4,11
r1291,,
r1292,,
r1293,26473846.44,11
r1294,26473846.44,11
r1298,,
r1299,,
r1301,,
r1302,,
r1303,,
r1304,,
r1313,9720,9
r1314,149040,6
r1315,9720,9
r1316,149040,6
r1317,9720,9
r1318,,
r1319,104.4,5
r1320,104.4,5
r1321,104.4,11
r1322,104.4,11
r1323,104.4,11
r1324,104.4,11
r1325,104.4,11
r1326,104.4,11
r1327,104.4,11
r1328,104.4,11
r1329,104.4,11
r1330,104.4,11
r1331,,
r1332,,
r1333,,
r1334,,
r1335,,
r1336,,
r1337,,
r1338,,
r1339,9720,9
r1340,9720,9
r1341,9720,9
r1342,9720,9
r1343,9720,9
r1344,,
r1345,,
r1346,,
r1347,,
r1348,,
r1349,,
r1350,,
r1351,,
r1352,,
r1353,,
r1354,,
r1355,,
r1356,,
r1357,,
r1358,,
r1359,,
r1364,,
r1365,,
r1367,,
r1368,,
r1374,,
r1375,,
r1377,2494800,15
r1378,9000,2
r1380,615.6,14
r1381,1522.8,9
r1382,1020,6
r1383,6876,12
r1384,6310.8,5
r1386,4266.292165,11
r1391,5306400,12
r1392,570.6,11
r1393,24171.42857,5
r1400,,
r1401,,
r1402,,
r1403,,
r1411,50108151.32,11
r1418,104760000,3
r1421,,
r1423,,
r1427,,
r1428,,
r1429,,
r1430,271.6023121,12
r1431,10192.2,12
r1432,10192.2,12
r1433,7875.946463,7
r1434,,
r1435,,
r1436,,
r1437,,
r1440,,
r1441,,
r1443,4337.424,11
r1444,4337.424,11
r1445,565.2,11
r1446,810,6
r1447,6420,11
r1448,12492,5
r1449,6420,11
r1450,320.4,5
r1451,5508,6
r1453,29214.69388,20
r1454,,
r1455,,
r1456,,
r1457,2416.285929,9
r1459,,
r1464,,
r1466,4860,15
r1467,,
r1468,,
r1472,270,18
r1474,28651.13924,20
r1477,29409.3731,20
r1479,5225400,17
r1481,5225400,17
r1487,104.4,5
r1493,,
r1495,,
r1497,,
r1498,,
r1499,,
r1500,,
r1501,,
r1502,,
r1503,,
r1512,,
r1514,,
r1515,,
r1516,,
r1517,,
r1518,,
r1519,,
r1520,,
r1521,,
r1522,,
r1523,,
r1525,,
r1526,,
r1527,,
r1529,,
r1530,,
r1531,,
r1532,,
r1533,,
r1536,,
r1538,,
r1540,,
r1544,,
r1546,,
r1547,,
r1548,,
r1549,,
r1551,,
r1552,,
r1553,,
r1554,,
r1556,,
r1557,,
r1559,,
r1560,,
r1561,,
r1562,,
r1563,,
r1564,,
r1565,,
r1566,,
r1567,,
r1568,,
r1569,,
r1570,,
r1571,,
r1573,,
r1574,,
r1575,,
r1576,,
r1578,,
r1579,,
r1580,,
r1581,,
r1583,,
r1584,,
r1585,,
r1586,,
r1587,,
r1588,,
r1589,,
r1590,,
r1591,,
r1592,,
r1593,,
r1594,,
r1595,,
r1596,,
r1597,,
r1598,,
r1599,,
r1600,,
r1602,,
r1603,,
r1604,,
r1605,,
r1606,,
r1607,,
r1608,,
r1609,,
r1610,,
r1611,,
r1612,,
r1613,,
r1614,,
r1615,,
r1616,,
r1617,,
r1618,,
r1619,,
r1620,,
r1621,,
r1622,,
r1623,,
r1624,,
r1625,,
r1626,,
r1627,,
r1628,,
r1629,,
r1630,,
r1631,,
r1632,,
r1633,,
r1634,,
r1635,,
r1636,,
r1637,,
r1638,,
r1639,,
r1640,,
r1641,,
r1642,,
r1643,,
r1644,,
r1645,,
r1646,,
r1647,,
r1648,,
r1649,,
r1650,,
r1651,,
r1652,,
r1653,,
r1654,,
r1655,,
r1656,,
r1657,,
r1658,,
r1659,,
r1660,,
r1661,,
r1662,,
r1664,,
r1665,,
r1666,,
r1668,,
r1669,,
r1670,,
r1671,,
r1672,,
r1673,,
r1674,,
r1675,,
r1676,,
r1677,,
r1678,,
r1679,,
r1680,,
r1681,,
r1682,,
r1683,,
r1684,,
r1685,,
r1686,,
r1687,,
r1690,,
r1691,,
r1692,,
r1693,,
r1695,,
r1696,,
r1698,,
r1700,,
r1701,,
r1702,,
r1705,,
r1706,,
r1707,,
r1708,,
r1710,,
r1711,,
r1713,,
r1715,,
r1716,,
r1717,,
r1720,,
r1721,,
r1722,,
r1723,,
r1725,,
r1726,,
r1728,,
r1730,,
r1731,,
r1732,,
r1733,,
r1734,,
r1735,,
r1736,,
r1737,,
r1738,,
r1739,,
r1740,,
r1741,,
r1742,,
r1743,,
r1744,,
r1745,,
r1746,,
r1747,,
r1748,,
r1749,,
r1750,,
r1751,,
r1752,,
r1753,,
r1754,,
r1755,,
r1756,,
r1757,,
r1758,,
r1759,,
r1760,,
r1761,,
r1762,,
r1763,,
r1764,,
r1765,,
r1766,,
r1767,,
r1768,,
r1769,,
r1770,,
r1771,,
r1772,,
r1773,,
r1774,,
r1775,,
r1776,,
r1777,,
r1778,,
r1779,,
r1780,,
r1781,,
r1782,,
r1783,,
r1784,,
r1785,,
r1786,,
r1787,,
r1788,,
r1789,,
r1790,,
r1791,,
r1792,,
r1796,,
r1797,,
r1798,,
r1799,,
r1800,,
r1801,,
r1803,,
r1805,,
r1806,,
r1807,,
r1808,,
r1809,,
r1810,,
r1811,,
r1812,,
r1813,,
r1814,,
r1815,,
r1816,,
r1817,,
r1818,,
r1819,,
r1820,,
r1821,,
r1822,,
r1823,,
r1824,,
r1825,,
r1826,,
r1827,,
r1828,,
r1829,,
r1830,,
r1831,,
r1832,,
r1833,,
r1834,,
r1835,,
r1836,,
r1837,,
r1841,,
r1842,,
r1843,,
r1844,,
r1846,,
r1847,,
r1848,,
r1850,,
r1851,,
r1852,,
r1853,,
r1854,,
r1855,,
r1856,,
r1857,,
r1858,,
r1859,,
r1860,,
r1861,,
r1862,,
r1863,,
r1864,,
r1865,,
r1866,,
r1867,,
r1871,,
r1872,,
r1873,,
r1874,,
r1876,,
r1877,,
r1879,,
r1880,,
r1881,,
r1882,,
r1883,,
r1884,,
r1885,,
r1886,,
r1887,,
r1888,,
r1889,,
r1890,,
r1891,,
r1892,,
r1893,,
r1894,,
r1895,,
r1896,,
r1897,,
r1898,,
r1899,,
r1900,,
r1901,,
r1902,,
r1903,,
r1904,,
r1905,,
r1906,,
r1907,,
r1908,,
r1909,,
r1910,,
r1911,,
r1912,,
r1913,,
r1914,,
r1915,,
r1916,,
r1917,,
r1918,,
r1919,,
r1920,,
r1921,,
r1922,,
r1923,,
r1924,,
r1925,,
r1926,,
r1928,,
r1929,,
r1930,,
r1931,,
r1932,,
r1933,,
r1934,,
r1935,,
r1936,,
r1937,,
r1938,,
r1939,,
r1940,,
r1941,,
r1942,,
r1943,,
r1944,,
r1945,,
r1946,,
r1947,,
r1948,,
r1949,,
r1950,,
r1951,,
r1952,,
r1953,,
r1954,,
r1955,,
r1956,,
r1957,,
r1958,,
r1959,,
r1960,,
r1961,,
r1962,,
r1963,,
r1964,,
r1965,,
r1966,,
r1967,,
r1968,,
r1969,,
r1970,,
r1971,,
r1972,,
r1973,,
r1974,,
r1975,,
r1976,,
r1977,,
r1978,,
r1979,,
r1980,,
r1981,,
r1982,,
r1983,,
r1984,,
r1985,,
r1986,,
r1987,,
r1988,,
r1989,,
r1990,,
r1991,,
r1992,,
r1993,,
r1994,,
r1995,,
r1996,,
r1997,,
r1998,,
r1999,,
r2000,,
r2001,,
r2002,,
r2003,,
r2004,,
r2005,,
r2006,,
r2007,,
r2008,,
r2009,,
r2010,,
r2011,,
r2012,,
r2013,,
r2014,,
r2015,,
r2016,,
r2017,,
r2018,,
r2019,,
r2020,,
r2021,,
r2022,,
r2023,,
r2024,,
r2026,,
r2027,,
r2028,,
r2029,,
r2030,,
r2031,,
r2032,,
r2034,,
r2035,,
r2036,,
r2037,,
r2038,,
r2039,,
r2040,,
r2041,,
r2042,,
r2043,,
r2044,,
r2045,,
r2046,,
r2047,,
r2048,,
r2049,,
r2050,,
r2051,,
r2052,,
r2053,,
r2054,,
r2055,,
r2056,,
r2057,,
r2058,,
r2059,,
r2060,,
r2061,,
r2062,,
r2063,,
r2064,,
r2065,,
r2066,,
r2067,,
r2068,,
r2069,,
r2070,,
r2071,,
r2073,,
r2079,,
r2080,,
r2081,,
r2082,,
r2083,,
r2084,,
r2085,,
r2086,,
r2087,,
r2088,,
r2089,,
r2090,,
r2091,,
r2092,,
r2093,,
r2094,,
r2095,,
r2096,,
r2097,,
r2098,,
r2099,,
r2100,,
r2101,,
r2102,,
r2103,,
r2104,,
r2105,,
r2106,,
r2107,,
r2108,,
r2109,,
r2110,,
r2111,,
r2112,,
r2113,,
r2114,,
r2115,,
r2116,,
r2117,,
r2118,,
r2119,,
r2120,,
r2121,,
r2122,,
r2123,,
r2124,,
r2125,,
r2126,,
r2127,,
r2128,,
r2129,,
r2130,,
r2131,,
r2132,,
r2133,,
r2136,,
r2139,,
r2140,,
r2141,,
r2142,,
r2143,,
r2144,,
