METID	NAME	FORMULA	CHARGE	CHEBI	KEGG	PUBCHEM	HMDB	INCHI STRING	SMILE
glyald[m]	D-Glyceraldehyde	C3H6O3	0	5445	C02154	751	HMDB01051	InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2/t3-/m0/s1	[H]OC([H])([H])[C@@]([H])(O[H])C([H])=O
r5p[r]	Alpha-D-Ribose 5-Phosphate	C5H9O8P	-2	17797	C00117	440101		InChI=1/C5H11O8P/c6-3-2(1-12-14(9,10)11)13-5(8)4(3)7/h2-8H,1H2,(H2,9,10,11)/p-2/t2-,3-,4-,5+/s2	[H]O[C@@]1([H])O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]([H])(O[H])[C@@]1([H])O[H]
HC01162[c]	Cytidine-5'-Monophosphate-Neungc	C20H29N4O17P	-2	18098	C03691	656501		InChI=1S/C20H31N4O17P/c21-10-1-2-24(19(35)22-10)17-15(32)14(31)9(39-17)6-38-42(36,37)41-20(18(33)34)3-7(27)12(23-11(29)5-26)16(40-20)13(30)8(28)4-25/h1-2,7-9,12-17,25-28,30-32H,3-6H2,(H,23,29)(H,33,34)(H,36,37)(H2,21,22,35)/p-2/t7-,8+,9+,12+,13+,14+,15+,16+,17+,20+/m0/s1	[H]OC([H])([H])C(=O)N([H])[C@]1([H])[C@@]([H])(O[H])C([H])([H])[C@](OP([O-])(=O)OC([H])([H])[C@@]2([H])O[C@@]([H])(N3C([H])=C([H])C(=NC3=O)N([H])[H])[C@]([H])(O[H])[C@]2([H])O[H])(O[C@@]1([H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H])C([O-])=O
ptrc[e]	Putrescine	C4H14N2	2	17148	C00134	1045	HMDB01414	InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2/p+2	[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H]
HC01408[m]	3-Oxo-Hexanoyl Coenzyme A	C27H40N7O18P3S	-4	27648	C05269	3082152		InChI=1S/C27H44N7O18P3S/c1-4-5-15(35)10-18(37)56-9-8-29-17(36)6-7-30-25(40)22(39)27(2,3)12-49-55(46,47)52-54(44,45)48-11-16-21(51-53(41,42)43)20(38)26(50-16)34-14-33-19-23(28)31-13-32-24(19)34/h13-14,16,20-22,26,38-39H,4-12H2,1-3H3,(H,29,36)(H,30,40)(H,44,45)(H,46,47)(H2,28,31,32)(H2,41,42,43)/p-4/t16-,20-,21-,22+,26-/m1/s1	[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
arachd[x]	Arachidonate	C20H31O2	-1	15843	C00219	444899	HMDB01043	InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/p-1/b7-6-,10-9-,13-12-,16-15-	[H]\C(=C(/[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
pmtcoa[r]	Palmitoyl Coenzyme A (N-C16:0 Coenzyme A)	C37H62N7O17P3S	-4	15525	C00154	15667	HMDB01338	InChI=1S/C37H66N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-28(46)65-21-20-39-27(45)18-19-40-35(49)32(48)37(2,3)23-58-64(55,56)61-63(53,54)57-22-26-31(60-62(50,51)52)30(47)36(59-26)44-25-43-29-33(38)41-24-42-34(29)44/h24-26,30-32,36,47-48H,4-23H2,1-3H3,(H,39,45)(H,40,49)(H,53,54)(H,55,56)(H2,38,41,42)(H2,50,51,52)/p-4/t26-,30-,31-,32+,36-/m1/s1	[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
HC00342[m]	Cis-Aconitate	C6H3O6	-3	32805	C00417	309		InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/p-3/b3-1-	[H]\C(C([O-])=O)=C(\C([O-])=O)C([H])([H])C([O-])=O
56dthm[m]	5,6-Dihydrothymine	C5H8N2O2	0	27468	C00906	93556	HMDB00079	InChI=1/C5H8N2O2/c1-3-2-6-5(9)7-4(3)8/h3H,2H2,1H3,(H2,6,7,8,9)	[H]N1C(=O)N([H])C([H])([H])C([H])(C1=O)C([H])([H])[H]
thym[m]	Thymine	C5H6N2O2	0	17821	C00178	1135	HMDB00262	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	[H]N1C([H])=C(C(=O)N([H])C1=O)C([H])([H])[H]
3pg[m]	3-Phospho-D-Glycerate	C3H4O7P	-3	17794	C00197	439183		InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/p-3/t2-/m1/s1	[H]O[C@@]([H])(C([O-])=O)C([H])([H])OP([O-])([O-])=O
glyc_R[m]	D-Glycerate	C3H5O4	-1	32398	C00258	439194	HMDB00139	InChI=1/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)/p-1/t2-/s2	[H]OC([H])([H])[C@@]([H])(O[H])C([O-])=O
3hpp[m]	3-Hydroxypropionate	C3H5O3	-1	33404	C01013	68152	HMDB00700	InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)/p-1	[H]OC([H])([H])C([H])([H])C([O-])=O
HC01161[c]	Apo-ACP	X	0		C03688				
HC00682[m]	S-Acetyldihydrolipoamide	C10H19NO2S2	0	16807	C01136	1076		InChI=1/C10H19NO2S2/c1-8(12)15-9(6-7-14)4-2-3-5-10(11)13/h9,14H,2-7H2,1H3,(H2,11,13)	[H]SC([H])([H])C([H])([H])C([H])(SC(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[H]
HC00695[m]	S-Succinyldihydrolipoamide	C12H20NO4S2	-1	17432	C01169	11953795		InChI=1/C12H21NO4S2/c13-10(14)4-2-1-3-9(18)7-8-19-12(17)6-5-11(15)16/h9,18H,1-8H2,(H2,13,14)(H,15,16)/p-1	[H]SC([H])(C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[H]
2mpdhl[m]	S-(2-Methylpropanoyl)-Dihydrolipoamide	C12H23NO2S2	0	17577	C04424	11953835		InChI=1/C12H23NO2S2/c1-9(2)12(15)17-8-7-10(16)5-3-4-6-11(13)14/h9-10,16H,3-8H2,1-2H3,(H2,13,14)	[H]SC([H])(C([H])([H])C([H])([H])SC(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[H]
HC01377[m]	S-(3-Methylbutanoyl)-Dihydrolipoamide	C13H25NO2S2	0	27462	C05119	440566		InChI=1/C13H25NO2S2/c1-10(2)9-13(16)18-8-7-11(17)5-3-4-6-12(14)15/h10-11,17H,3-9H2,1-2H3,(H2,14,15)	[H]SC([H])(C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[H]
HC01115[c]	NeuNGc	C11H18NO10	-1	29025	C03410	440001		InChI=1S/C11H19NO10/c13-2-5(16)8(18)9-7(12-6(17)3-14)4(15)1-11(21,22-9)10(19)20/h4-5,7-9,13-16,18,21H,1-3H2,(H,12,17)(H,19,20)/p-1/t4-,5+,7+,8+,9+,11?/m0/s1	[H]OC([H])([H])C(=O)N([H])[C@]1([H])[C@@]([H])(O[H])C([H])([H])C(O[H])(O[C@@]1([H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H])C([O-])=O
HC01254[c]	6-Lactoyl-5,6,7,8-Tetrahydropterin	C9H13N5O3	0	17248	C04244	169508		InChI=1/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,12,15H,2H2,1H3,(H4,10,11,13,14,17)	[H]OC([H])(C(=O)C1([H])N([H])C2=C(N=C(N([H])[H])N([H])C2=O)N([H])C1([H])[H])C([H])([H])[H]
e4p[c]	D-Erythrose 4-Phosphate	C4H7O7P	-2	48153	C00279	122357		InChI=1S/C4H9O7P/c5-1-3(6)4(7)2-11-12(8,9)10/h1,3-4,6-7H,2H2,(H2,8,9,10)/p-2/t3-,4+/m0/s1	[H]O[C@@]([H])(C([H])=O)[C@]([H])(O[H])C([H])([H])OP([O-])([O-])=O
HC00361[c]	Sedoheptulose 1,7-Bisphosphate	C7H12O13P2	-4	17969	C00447	164735		InChI=1S/C7H16O13P2/c8-3(1-19-21(13,14)15)5(10)7(12)6(11)4(9)2-20-22(16,17)18/h3,5-8,10-12H,1-2H2,(H2,13,14,15)(H2,16,17,18)/p-4/t3-,5-,6-,7-/m1/s1	[H]O[C@]([H])(C(=O)C([H])([H])OP([O-])([O-])=O)[C@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP([O-])([O-])=O
s7p[c]	Sedoheptulose 7-Phosphate	C7H13O10P	-2	15721	C05382	22833559		InChI=1S/C7H15O10P/c8-1-3(9)5(11)7(13)6(12)4(10)2-17-18(14,15)16/h4-8,10-13H,1-2H2,(H2,14,15,16)/p-2/t4-,5-,6-,7+/m1/s1	[H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP([O-])([O-])=O
malcoa[r]	Malonyl Coenzyme A	C24H33N7O19P3S	-5	15531	C00083	10663	HMDB01175	InChI=1S/C24H38N7O19P3S/c1-24(2,19(37)22(38)27-4-3-13(32)26-5-6-54-15(35)7-14(33)34)9-47-53(44,45)50-52(42,43)46-8-12-18(49-51(39,40)41)17(36)23(48-12)31-11-30-16-20(25)28-10-29-21(16)31/h10-12,17-19,23,36-37H,3-9H2,1-2H3,(H,26,32)(H,27,38)(H,33,34)(H,42,43)(H,44,45)(H2,25,28,29)(H2,39,40,41)/p-5/t12-,17-,18-,19+,23-/m1/s1	[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([O-])=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
HC10859[r]	Malonyl-Carnitin	C10H17NO6	-2			22833583	HMDB02095	InChI=1S/C10H17NO6/c1-11(2,3)6-7(4-8(12)13)17-10(16)5-9(14)15/h7H,4-6H2,1-3H3,(H-,12,13,14,15)/t7-/m1/s1	[H]OC(=O)C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
HC10859[c]	Malonyl-Carnitin	C10H17NO6	-2			22833583	HMDB02095	InChI=1S/C10H17NO6/c1-11(2,3)6-7(4-8(12)13)17-10(16)5-9(14)15/h7H,4-6H2,1-3H3,(H-,12,13,14,15)/t7-/m1/s1	[H]OC(=O)C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
HC10859[m]	Malonyl-Carnitin	C10H17NO6	-2			22833583	HMDB02095	InChI=1S/C10H17NO6/c1-11(2,3)6-7(4-8(12)13)17-10(16)5-9(14)15/h7H,4-6H2,1-3H3,(H-,12,13,14,15)/t7-/m1/s1	[H]OC(=O)C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
HC10859[x]	Malonyl-Carnitin	C10H17NO6	-2			22833583	HMDB02095	InChI=1S/C10H17NO6/c1-11(2,3)6-7(4-8(12)13)17-10(16)5-9(14)15/h7H,4-6H2,1-3H3,(H-,12,13,14,15)/t7-/m1/s1	[H]OC(=O)C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
pmtcrn[r]	L-Palmitoylcarnitine	C23H45NO4	0	17490	C02990	11953816	HMDB00222	InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/t21-/m1/s1	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
pmtcrn[x]	L-Palmitoylcarnitine	C23H45NO4	0	17490	C02990	11953816	HMDB00222	InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/t21-/m1/s1	[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
lnlccoa[r]	Linoleic Coenzyme A	C39H62N7O17P3S	-4	15530	C02050	5462164	HMDB01064	InChI=1S/C39H66N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h8-9,11-12,26-28,32-34,38,49-50H,4-7,10,13-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/p-4/b9-8-,12-11-/t28-,32-,33-,34+,38-/m1/s1	[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
lnlccrn[r]	Linoleyl Carnitine	C25H45NO4	0			6450015		InChI=1S/C25H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,23H,5-8,11,14-22H2,1-4H3/b10-9-,13-12-/t23-/m1/s1	[H]\C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
lnlccoa[x]	Linoleic Coenzyme A	C39H62N7O17P3S	-4	15530	C02050	5462164	HMDB01064	InChI=1S/C39H66N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h8-9,11-12,26-28,32-34,38,49-50H,4-7,10,13-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/p-4/b9-8-,12-11-/t28-,32-,33-,34+,38-/m1/s1	[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
lnlccrn[x]	Linoleyl Carnitine	C25H45NO4	0			6450015		InChI=1S/C25H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,23H,5-8,11,14-22H2,1-4H3/b10-9-,13-12-/t23-/m1/s1	[H]\C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
arachdcoa[r]	Arachidonoyl Coenzyme A	C41H62N7O17P3S	-4	15514	C02249	16061152	HMDB06523	InChI=1/C41H66N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h8-9,11-12,14-15,17-18,28-30,34-36,40,51-52H,4-7,10,13,16,19-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/p-4/b9-8-,12-11-,15-14-,18-17-/t30-,34-,35-,36+,40-/s2	[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
arachdcrn[r]	C20:4 Carnitine	C27H45NO4	0					InChI=1/C31H53NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-31(35)36-29(27-30(33)34)28-32(2,3)4/h13-14,16-17,19-20,22-23,29H,5-12,15,18,21,24-28H2,1-4H3/p+1/b14-13-,17-16-,20-19-,23-22-	[H]OC(=O)C([H])([H])C([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
arachdcrn[x]	C20:4 Carnitine	C27H45NO4	0					InChI=1/C31H53NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-31(35)36-29(27-30(33)34)28-32(2,3)4/h13-14,16-17,19-20,22-23,29H,5-12,15,18,21,24-28H2,1-4H3/p+1/b14-13-,17-16-,20-19-,23-22-	[H]OC(=O)C([H])([H])C([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
hdcoa[r]	Palmitoleyl Coenzyme A	C37H60N7O17P3S	-4	53152		53477852	HMDB06532	InChI=1S/C37H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-28(46)65-21-20-39-27(45)18-19-40-35(49)32(48)37(2,3)23-58-64(55,56)61-63(53,54)57-22-26-31(60-62(50,51)52)30(47)36(59-26)44-25-43-29-33(38)41-24-42-34(29)44/h9-10,24-26,30-32,36,47-48H,4-8,11-23H2,1-3H3,(H,39,45)(H,40,49)(H,53,54)(H,55,56)(H2,38,41,42)(H2,50,51,52)/p-4/b10-9-/t26-,30-,31-,32+,36-/m1/s1	[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
hdcecrn[r]	Palmitoleoyl-Carnitine	C23H43NO4	0			11953816		InChI=1S/C23H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h10-11,21H,5-9,12-20H2,1-4H3/b11-10-/t21-/m1/s1	[H]\C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@]([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
HC01712[m]	S-Glutaryldihydrolipoamide	C13H22NO4S2	-1	28391	C06157	11953879		InChI=1/C13H23NO4S2/c14-11(15)5-2-1-4-10(19)8-9-20-13(18)7-3-6-12(16)17/h10,19H,1-9H2,(H2,14,15)(H,16,17)/p-1	[H]SC([H])(C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[H]
dgmp[c]	Dgmp	C10H12N5O7P	-2	16192	C00362	65059		InChI=1S/C10H14N5O7P/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(22-6)2-21-23(18,19)20/h3-6,16H,1-2H2,(H2,18,19,20)(H3,11,13,14,17)/p-2/t4-,5+,6+/m0/s1	[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[C@]1([H])C([H])([H])OP([O-])([O-])=O)N1C([H])=NC2=C1N=C(N([H])[H])N([H])C2=O
4abutn[m]	4-Aminobutanal	C4H10NO	1	17769	C00555	118	HMDB01080	InChI=1S/C4H9NO/c5-3-1-2-4-6/h4H,1-3,5H2/p+1	[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H]
HC00576[c]	Homocarnosine	C10H15N4O3	-1		C00884			InChI=1S/C10H16N4O3/c11-3-1-2-9(15)14-8(10(16)17)4-7-5-12-6-13-7/h5-6,8H,1-4,11H2,(H,12,13)(H,14,15)(H,16,17)/t8-/m0/s1	[H]OC(=O)[C@@]([H])(N=C(O[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C1=C([H])N=C([H])N1[H]
HC00718[c]	N-Methylethanolaminium Phosphate	C3H9NO4P	-1	16463	C01210	439436		InChI=1S/C3H10NO4P/c1-4-2-3-8-9(5,6)7/h4H,2-3H2,1H3,(H2,5,6,7)/p-1	[H]C([H])([H])[N+]([H])([H])C([H])([H])C([H])([H])OP([O-])([O-])=O
mev_R[c]	(R)-Mevalonate	C6H11O4	-1	25351	C00418	449	HMDB00227	InChI=1S/C6H12O4/c1-6(10,2-3-7)4-5(8)9/h7,10H,2-4H2,1H3,(H,8,9)/p-1/t6-/m1/s1	[H]OC([H])([H])C([H])([H])[C@](O[H])(C([H])([H])[H])C([H])([H])C([O-])=O
dtdp[e]	Deoxythymidine-5'-Diphosphate	C10H13N2O11P2	-3	18075	C00363	164628	HMDB01274	InChI=1S/C10H16N2O11P2/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(22-8)4-21-25(19,20)23-24(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,19,20)(H,11,14,15)(H2,16,17,18)/p-3/t6-,7+,8+/m0/s1	[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[C@]1([H])C([H])([H])OP([O-])(=O)OP([O-])([O-])=O)N1C([H])=C(C(=O)N([H])C1=O)C([H])([H])[H]
fol[m]	Folate	C19H18N7O6	-1	27470	C00504	6037	HMDB00121	InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/p-1/t12-/m0/s1	[H]OC(=O)C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C1=C([H])C([H])=C(N([H])C([H])([H])C2=NC3=C(N=C2[H])N=C(N([H])[H])N([H])C3=O)C([H])=C1[H])C([O-])=O
