GENEID	SYMBOL
4916	NTRK3
4919	ROR1
492	ATP2B3
4920	ROR2
4921	DDR2
493	ATP2B4
493869	GPX8
4942	OAT
494551	WEE2
495	ATP4A
4952	OCRL
4953	ODC1
496	ATP4B
4967	OGDH
498	ATP5F1A
50	ACO2
5002	SLC22A18
5009	OTC
501	ALDH7A1
5019	OXCT1
5033	P4HA1
5034	P4HB
50484	RRM2B
50486	G0S2
50487	PLA2G3
50488	MINK1
5049	PAFAH1B2
5050	PAFAH1B3
50506	DUOX2
50507	NOX4
50508	NOX3
5051	PAFAH2
50515	CHST11
5052	PRDX1
5053	PAH
5058	PAK1
506	ATP5F1B
50614	GALNT9
50617	ATP6V0A4
5062	PAK2
5063	PAK3
50640	PNPLA8
5066	PAM
5068	REG3A
50700	RDH8
5071	PRKN
50808	AK3
50814	NSDHL
509	ATP5F1C
5091	PC
5092	PCBD1
50940	PDE11A
5095	PCCA
5096	PCCB
51	ACOX1
51004	COQ6
51005	AMDHD2
51022	GLRX2
5105	PCK1
51056	LAP3
5106	PCK2
51067	YARS2
51071	DERA
51079	NDUFA13
51082	POLR1D
51086	TNNI3K
51099	ABHD5
5110	PCMT1
51102	MECR
51109	RDH11
51111	KMT5B
51129	ANGPTL4
51135	IRAK4
51144	HSD17B12
51146	A4GNT
51148	CERCAM
51166	AADAT
51170	HSD17B11
51171	HSD17B14
51172	NAGPA
51179	HAO2
51181	DCXR
51196	PLCE1
51205	ACP6
51207	DUSP13
51227	PIGP
51228	GLTP
51231	VRK3
51251	NT5C3A
51257	MARCH2
51265	CDKL3
51268	PIPOX
5127	CDK16
5128	CDK17
5129	CDK18
51292	GMPR2
51296	SLC15A3
513	ATP5F1D
5130	PCYT1A
51301	GCNT4
51302	CYP39A1
51303	FKBP11
51312	SLC25A37
51347	TAOK3
5136	PDE1A
51366	UBR5
5137	PDE1C
5138	PDE2A
51380	CSAD
51382	ATP6V1D
5139	PDE3A
514	ATP5F1E
5140	PDE3B
5141	PDE4A
5142	PDE4B
51422	PRKAG2
51426	POLK
5143	PDE4C
5144	PDE4D
51444	RNF138
51447	IP6K2
51449	PCYOX1
5145	PDE6A
51458	RHCG
5146	PDE6C
51465	UBE2J1
51477	ISYNA1
51478	HSD17B7
5149	PDE6H
51495	HACD3
51496	CTDSPL2
515	ATP5PB
5150	PDE7A
5151	PDE8A
5152	PDE9A
51520	LARS
51529	ANAPC11
5153	PDE1B
51540	SCLY
51547	SIRT7
51548	SIRT6
51550	CINP
51557	LGSN
51559	NT5DC3
5156	PDGFRA
51573	GDE1
5158	PDE6B
5159	PDGFRB
51592	TRIM33
516	ATP5MC1
5160	PDHA1
51601	LIPT1
51604	PIGT
51606	ATP6V1H
5161	PDHA2
51611	DPH5
51619	UBE2D4
5162	PDHB
5163	PDK1
5164	PDK2
51645	PPIL1
5165	PDK3
51651	PTRH2
51657	STYXL1
5166	PDK4
51660	MPC1
51661	FKBP7
5167	ENPP1
5168	ENPP2
5169	ENPP3
517	ATP5MC2
5170	PDPK1
51700	CYB5R2
51701	NLK
51702	PADI3
51703	ACSL5
51706	CYB5R1
5172	SLC26A4
51727	CMPK1
51728	POLR3K
51733	UPB1
51741	WWOX
51755	CDK12
51765	STK26
51776	MAP3K20
518	ATP5MC3
51805	COQ3
51809	GALNT7
5184	PEPD
5198	PFAS
52	ACP1
5205	ATP8B1
5207	PFKFB1
5208	PFKFB2
5209	PFKFB3
521	ATP5ME
5210	PFKFB4
5211	PFKL
5213	PFKM
5214	PFKP
5218	CDK14
522	ATP5PF
5223	PGAM1
5224	PGAM2
5226	PGD
523	ATP6V1A
5230	PGK1
5232	PGK2
5236	PGM1
5238	PGM3
5243	ABCB1
5244	ABCB4
525	ATP6V1B1
5250	SLC25A3
5251	PHEX
5255	PHKA1
5256	PHKA2
5257	PHKB
526	ATP6V1B2
5260	PHKG1
5261	PHKG2
5264	PHYH
5265	SERPINA1
527	ATP6V0C
5277	PIGA
5279	PIGC
528	ATP6V1C1
5281	PIGF
5283	PIGH
5286	PIK3C2A
5287	PIK3C2B
5288	PIK3C2G
5289	PIK3C3
529	ATP6V1E1
5290	PIK3CA
5291	PIK3CB
5292	PIM1
5293	PIK3CD
5294	PIK3CG
5295	PIK3R1
5296	PIK3R2
5297	PI4KA
5298	PI4KB
53	ACP2
5300	PIN1
5303	PIN4
5305	PIP4K2A
5313	PKLR
5315	PKM
5319	PLA2G1B
5320	PLA2G2A
5321	PLA2G4A
5322	PLA2G5
533	ATP6V0B
5330	PLCB2
5331	PLCB3
5332	PLCB4
5333	PLCD1
5334	PLCL1
53343	NUDT9
5335	PLCG1
53354	PANK1
5336	PLCG2
5337	PLD1
5338	PLD2
534	ATP6V1G2
5340	PLG
5346	PLIN1
5347	PLK1
535	ATP6V0A1
5351	PLOD1
5352	PLOD2
5360	PLTP
53630	BCO1
5365	PLXNB3
5372	PMM1
5373	PMM2
539	ATP5PO
53904	MYO3A
53905	DUOX1
53919	SLCO1C1
53938	PPIL3
53944	CSNK1G1
53947	A4GALT
54	ACP5
54020	SLC37A1
5406	PNLIP
5407	PNLIPRP1
5408	PNLIPRP2
5409	PNMT
54101	RIPK4
54107	POLE3
54187	NANS
5422	POLA1
5423	POLB
5424	POLD1
5425	POLD2
5426	POLE
5427	POLE2
5428	POLG
5429	POLH
5430	POLR2A
5431	POLR2B
5432	POLR2C
5433	POLR2D
5434	POLR2E
54344	DPM3
5435	POLR2F
5436	POLR2G
54363	HAO1
5437	POLR2H
5438	POLR2I
5439	POLR2J
5440	POLR2K
54407	SLC38A2
5441	POLR2L
54414	SIAE
5442	POLRMT
54434	SSH1
5446	PON3
5447	POR
54476	RNF216
54480	CHPF2
54490	UGT2B28
54492	NEURL1B
54495	TMX3
545	ATR
54511	HMGCLL1
54575	UGT1A10
54576	UGT1A8
54577	UGT1A7
54578	UGT1A6
54579	UGT1A5
54600	UGT1A9
54625	PARP14
5464	PPA1
5465	PPARA
54657	UGT1A4
54658	UGT1A1
54659	UGT1A3
54675	CRLS1
54677	CROT
54682	MANSC1
5469	MED1
5470	PPEF2
54704	PDP1
54708	MARCH5
5471	PPAT
54716	SLC6A20
5475	PPEF1
5476	CTSA
5478	PPIA
5479	PPIB
5480	PPIC
54802	TRIT1
5481	PPID
54822	TRPM7
54857	GDPD2
548596	CKMT1A
54861	SNRK
54872	PIGG
54898	ELOVL2
549	AUH
54904	NSD3
54926	UBE2R2
54935	DUSP23
54938	SARS2
5494	PPM1A
54941	RNF125
54947	LPCAT2
5495	PPM1B
54956	PARP16
5496	PPM1G
54961	SSH3
54963	UCKL1
54965	PIGX
5498	PPOX
54981	NMRK1
54986	ULK4
54988	ACSM5
5499	PPP1CA
54995	OXSM
55	ACPP
5500	PPP1CB
5501	PPP1CC
55016	MARCH1
5502	PPP1R1A
55031	USP47
55033	FKBP14
5504	PPP1R2
5506	PPP1R3A
55065	SLC52A1
55066	PDPR
5507	PPP1R3C
55072	RNF31
55089	SLC38A4
55093	WDYHV1
55120	FANCL
55140	ELP3
55148	UBR7
55149	MTPAP
5515	PPP2CA
55157	DARS2
55159	RFWD3
5516	PPP2CB
55163	PNPO
5518	PPP2R1A
5519	PPP2R1B
55190	NUDT11
55191	NADSYN1
5520	PPP2R2A
55209	SETD5
5521	PPP2R2B
55217	TMLHE
5522	PPP2R2C
55224	ETNK2
55229	PANK4
5523	PPP2R3A
55230	USP40
55236	UBA6
55244	SLC47A1
55256	ADI1
55268	ECHDC2
55276	PGM2
55277	FGGY
55284	UBE2W
55293	UEVLD
5530	PPP3CA
55301	OLAH
55304	SPTLC3
5531	PPP4C
55312	RFK
55315	SLC29A3
5532	PPP3CB
55326	AGPAT5
5533	PPP3CC
55331	ACER3
5534	PPP3R1
55343	SLC35C1
55349	CHDH
5535	PPP3R2
55350	VNN3
55351	STK32B
55359	STYK1
5536	PPP5C
55361	PI4K2A
5537	PPP6C
5538	PPT1
55454	CSGALNACT2
5550	PREP
55500	ETNK1
55501	CHST12
55512	SMPD3
55561	CDC42BPG
55568	GALNT10
55577	NAGK
55585	UBE2Q1
55586	MIOX
55589	BMP2K
55593	OTUD5
55613	MTMR8
5562	PRKAA1
55621	TRMT1
55624	POMGNT1
55627	SMPD4
5563	PRKAA2
5565	PRKAB2
55650	PIGV
55658	RNF126
5566	PRKACA
55662	HIF1AN
5567	PRKACB
55676	SLC30A6
5568	PRKACG
55683	KANSL3
55687	TRMU
55699	IARS2
55703	POLR3B
55711	FAR2
55718	POLR3E
5573	PRKAR1A
55743	CHFR
55748	CNDP2
5575	PRKAR1B
55750	AGK
55757	UGGT2
5576	PRKAR2A
55768	NGLY1
5577	PRKAR2B
5578	PRKCA
55781	RIOK2
5579	PRKCB
55790	CSGALNACT1
558	AXL
5580	PRKCD
55808	ST6GALNAC1
5581	PRKCE
55811	ADCY10
55819	RNF130
5582	PRKCG
55821	ALLC
55825	PECR
5583	PRKCH
55830	GLT8D1
5584	PRKCI
5585	PKN1
55856	ACOT13
5586	PKN2
55867	SLC22A11
5587	PRKD1
55870	ASH1L
55872	PBK
5588	PRKCQ
5589	PRKCSH
5590	PRKCZ
55902	ACSS2
55904	KMT2E
55907	CMAS
5591	PRKDC
5592	PRKG1
5593	PRKG2
5594	MAPK1
5595	MAPK3
5596	MAPK4
55967	NDUFA12
5597	MAPK6
5598	MAPK7
5599	MAPK8
5600	MAPK11
5601	MAPK9
5602	MAPK10
5603	MAPK13
5604	MAP2K1
5605	MAP2K2
56052	ALG1
5606	MAP2K3
5607	MAP2K5
5608	MAP2K6
5609	MAP2K7
5610	EIF2AK2
5613	PRKX
5616	PRKY
56164	STK31
5625	PRODH
56254	RNF20
56261	GPCPD1
56267	KYAT3
56301	SLC7A10
5631	PRPS1
56339	METTL3
5634	PRPS2
5641	LGMN
56474	CTPS2
56548	CHST7
5660	PSAP
56603	CYP26B1
56606	SLC2A9
56623	INPP5E
56624	ASAH2
56655	POLE4
5681	PSKH1
56829	ZC3HAV1
56848	SPHK2
56852	RAD18
56894	AGPAT3
56895	AGPAT4
56898	BDH2
56903	PAPOLB
56913	C1GALT1
56922	MCCC1
56924	PAK6
56940	DUSP22
56953	NT5M
56954	NIT2
56965	PARP6
56994	CHPT1
570	BAAT
57016	AKR1B10
57026	PDXP
57030	SLC17A7
57038	RARS2
57084	SLC17A6
57094	CPA6
57097	PARP11
57104	PNPLA2
57115	PGLYRP4
57118	CAMK1D
57127	RHBG
57134	MAN1C1
57144	PAK5
57154	SMURF1
57171	DOLPP1
57172	CAMK1G
57176	VARS2
57194	ATP10A
57198	ATP8B2
5723	PSPH
5728	PTEN
57282	SLC4A10
5730	PTGDS
57379	AICDA
57393	CLTRN
57396	CLK4
5740	PTGIS
57406	ABHD6
57412	AS3MT
57419	SLC24A3
5742	PTGS1
5743	PTGS2
57448	BIRC6
57468	SLC12A5
5747	PTK2
57478	USP31
57486	NLN
57505	AARS2
57520	HECW2
5753	PTK6
57531	HACE1
57534	MIB1
5754	PTK7
57546	PDP2
57551	TAOK1
57558	USP35
57559	STAMBPL1
57571	CARNS1
57574	MARCH4
57595	PDZD4
57602	USP36
57630	SH3RF1
57646	USP28
57663	USP29
57665	RDH14
57678	GPAM
57695	USP37
5770	PTPN1
57704	GBA2
5771	PTPN2
57733	GBA3
5774	PTPN3
5775	PTPN4
57761	TRIB3
5777	PTPN6
5778	PTPN7
57787	MARK4
5780	PTPN9
57804	POLD4
5781	PTPN11
57818	G6PC2
5782	PTPN12
57820	CCNB1IP1
5783	PTPN13
57834	CYP4F11
57835	SLC4A5
5784	PTPN14
5786	PTPRA
5787	PTPRB
5788	PTPRC
5789	PTPRD
5791	PTPRE
5792	PTPRF
5793	PTPRG
5794	PTPRH
5795	PTPRJ
5796	PTPRK
5797	PTPRM
5798	PTPRN
5799	PTPRN2
580	BARD1
5800	PTPRO
5801	PTPRR
5802	PTPRS
5803	PTPRZ1
5805	PTS
5810	RAD1
58190	CTDSP1
5825	ABCD3
5831	PYCR1
5832	ALDH18A1
5833	PCYT2
5834	PYGB
5836	PYGL
5837	PYGM
58478	ENOPH1
58508	KMT2C
58510	PRODH2
5859	QARS
586	BCAT1
5860	QDPR
587	BCAT2
5871	MAP4K2
5883	RAD9A
5891	MOK
5894	RAF1
5896	RAG1
590	BCHE
5917	RARS
59272	ACE2
593	BCKDHA
5930	RBBP6
594	BCKDHB
5947	RBP1
5948	RBP2
5950	RBP4
5959	RDH5
5973	RENBP
5979	RET
5980	REV3L
5985	RFC5
6005	RHAG
6011	GRK1
6015	RING1
60386	SLC25A19
6045	RNF2
6048	RNF5
60481	ELOVL5
60482	SLC5A7
60487	TRMT11
60490	PPCDC
60496	AASDHPPT
60559	SPCS3
60681	FKBP10
6093	ROCK1
6095	RORA
6098	ROS1
6120	RPE
6121	RPE65
613	BCR
6184	RPN1
6185	RPN2
6195	RPS6KA1
6196	RPS6KA2
6197	RPS6KA3
6198	RPS6KB1
6199	RPS6KB2
622	BDH1
6240	RRM1
6241	RRM2
6256	RXRA
6259	RYK
6296	ACSM3
6300	MAPK12
6301	SARS
6303	SAT1
6307	MSMO1
6309	SC5D
6319	SCD
6342	SCP2
635	BHMT
6382	SDC1
6389	SDHA
63891	RNF123
63893	UBE2O
6390	SDHB
63904	DUSP21
6391	SDHC
63917	GALNT11
6392	SDHD
640	BLK
64064	OXCT2
64077	LHPP
64078	SLC28A3
64080	RBKS
64087	MCCC2
64090	GAL3ST2
64122	FN3K
64131	XYLT1
64132	XYLT2
641371	ACOT1
641372	ACOT6
64146	PDF
6416	MAP2K4
641649	TMEM91
64174	DPEP2
64180	DPEP3
6419	SETMAR
64219	PJA1
64220	STRA6
64240	ABCG5
64241	ABCG8
64320	RNF25
64324	NSD1
64326	COP1
64377	CHST8
644	BLVRA
64419	MTMR14
64425	POLR1E
644378	GCNT2P
644591	PPIAL4G
6446	SGK1
6448	SGSH
644974	ALG1L2
64499	TPSB2
645	BLVRB
645740	NOS2P1
64579	NDST4
64600	PLA2G2F
646480	FABP9
646486	FABP12
6470	SHMT1
64711	HS3ST6
64714	PDIA2
6472	SHMT2
64748	PLPPR2
64750	SMURF2
64754	SMYD3
6476	SI
64761	PARP12
6477	SIAH1
64772	ENGASE
6478	SIAH2
64781	CERK
6480	ST6GAL1
64802	NMNAT1
64816	CYP3A43
6482	ST3GAL1
6483	ST3GAL2
64834	ELOVL1
6484	ST3GAL4
64841	GNPNAT1
64844	MARCH7
64849	SLC13A3
64850	ETNPPL
64852	TUT1
64854	USP46
6487	ST3GAL3
6489	ST8SIA1
64895	PAPOLG
649	BMP1
64900	LPIN3
64902	AGXT2
65010	SLC26A6
65018	PINK1
6505	SLC1A1
6506	SLC1A2
65061	CDK15
6507	SLC1A3
6508	SLC4A3
6509	SLC1A4
6510	SLC1A5
6511	SLC1A6
6512	SLC1A7
65125	WNK1
6513	SLC2A1
6514	SLC2A2
6515	SLC2A3
6517	SLC2A4
6518	SLC2A5
6519	SLC3A1
6520	SLC3A2
6521	SLC4A1
6522	SLC4A2
65220	NADK
6523	SLC5A1
6524	SLC5A2
6526	SLC5A3
65263	PYCR3
65264	UBE2Z
65266	WNK4
65267	WNK3
65268	WNK2
6528	SLC5A5
6529	SLC6A1
6530	SLC6A2
6531	SLC6A3
6532	SLC6A4
6533	SLC6A6
6534	SLC6A7
6535	SLC6A8
653505	PPIAL4A
653598	PPIAL4C
6536	SLC6A9
6538	SLC6A11
6539	SLC6A12
6540	SLC6A13
6541	SLC7A1
6542	SLC7A2
6543	SLC8A2
6546	SLC8A1
6547	SLC8A3
6548	SLC9A1
6549	SLC9A2
6550	SLC9A3
6553	SLC9A5
6554	SLC10A1
6555	SLC10A2
6556	SLC11A1
6557	SLC12A1
6558	SLC12A2
6559	SLC12A3
6560	SLC12A4
6561	SLC13A1
6563	SLC14A1
6564	SLC15A1
6565	SLC15A2
6566	SLC16A1
6567	SLC16A2
6568	SLC17A1
6569	SLC34A1
657	BMPR1A
6570	SLC18A1
6571	SLC18A2
6572	SLC18A3
6573	SLC19A1
6574	SLC20A1
6575	SLC20A2
6576	SLC25A1
6578	SLCO2A1
6579	SLCO1A2
658	BMPR1B
6580	SLC22A1
6581	SLC22A3
6582	SLC22A2
6583	SLC22A4
6584	SLC22A5
659	BMPR2
6596	HLTF
65975	STK33
65985	AACS
660	BMX
66002	CYP4F12
66035	SLC2A11
6604	SMARCD3
6609	SMPD1
661	POLR3D
6610	SMPD2
6611	SMS
6646	SOAT1
6647	SOD1
6648	SOD2
6649	SOD3
6652	SORD
6675	UAP1
669	BPGM
6697	SPR
6713	SQLE
6714	SRC
6715	SRD5A1
6716	SRD5A2
6718	AKR1D1
6720	SREBF1
6723	SRM
6725	SRMS
673	BRAF
6732	SRPK1
6733	SRPK2
6748	SSR4
6783	SULT1E1
6785	ELOVL4
6787	NEK4
6788	STK3
6789	STK4
6790	AURKA
6792	CDKL5
6793	STK10
6794	STK11
6795	AURKC
6799	SULT1A2
6817	SULT1A1
6818	SULT1A3
6819	SULT1C2
682	BSG
6820	SULT2B1
6821	SUOX
6822	SULT2A1
6833	ABCC8
6839	SUV39H1
6850	SYK
686	BTD
6872	TAF1
6885	MAP3K7
6888	TALDO1
6897	TARS
6898	TAT
6907	TBL1X
6916	TBXAS1
699	BUB1
6999	TDO2
7001	PRDX2
701	BUB1B
7016	TESK1
7037	TFRC
7046	TGFBR1
7047	TGM4
7048	TGFBR2
7051	TGM1
7052	TGM2
7053	TGM3
7054	TH
7083	TK1
7084	TK2
7086	TKT
7108	TM7SF2
7166	TPH1
7167	TPI1
7172	TPMT
7173	TPO
7177	TPSAB1
7179	TPTE
7204	TRIO
7263	TST
7264	TSTA3
7267	TTC3
7272	TTK
7273	TTN
728386	USP17L5
728419	USP17L30
728441	GGT2
728642	CDK11A
729359	PLIN4
7295	TXN
7296	TXNRD1
7298	TYMS
7299	TYR
7301	TYRO3
730262	PPIAL4E
7306	TYRP1
7317	UBA1
7318	UBA7
7319	UBE2A
7320	UBE2B
7321	UBE2D1
7322	UBE2D2
7323	UBE2D3
7324	UBE2E1
7325	UBE2E2
7326	UBE2G1
7327	UBE2G2
7328	UBE2H
7329	UBE2I
7332	UBE2L3
7334	UBE2N
7337	UBE3A
7350	UCP1
7351	UCP2
7352	UCP3
7355	SLC35A2
7357	UGCG
7358	UGDH
7360	UGP2
7363	UGT2B4
7364	UGT2B7
7365	UGT2B10
7366	UGT2B15
7367	UGT2B17
7368	UGT8
7371	UCK2
7372	UMPS
7375	USP4
7378	UPP1
7381	UQCRB
7384	UQCRC1
7385	UQCRC2
7386	UQCRFS1
7388	UQCRH
7389	UROD
7390	UROS
7398	USP1
7407	VARS
7443	VRK1
7444	VRK2
7453	WARS
7465	WEE1
7468	NSD2
747	DAGLA
7498	XDH
7525	YES1
7535	ZAP70
759	CA1
760	CA2
761	CA3
762	CA4
763	CA5A
765	CA6
766	CA7
767	CA8
768	CA9
7681	MKRN3
771	CA12
7779	SLC30A1
7786	MAP3K12
780	DDR1
7837	PXDN
7841	MOGS
7844	RNF103
7862	BRPF1
7867	MAPKAPK3
7874	USP7
788	SLC25A20
790	CAD
79001	VKORC1
79017	GGCT
7903	ST8SIA4
79053	ALG8
79071	ELOVL6
79077	DCTPP1
79087	ALG12
7915	ALDH5A1
79158	GNPTAB
79178	THTPA
7922	SLC39A7
7923	HSD17B8
79369	B3GNT4
79400	NOX5
7941	PLA2G7
79411	GLB1L
79567	RIPOR1
7957	EPM2A
79581	SLC52A2
79586	CHPF
79587	CARS2
79589	RNF128
79594	MUL1
79595	SAP130
79603	CERS4
79611	ACSS3
79623	GALNT14
79644	SRD5A3
79646	PANK3
79654	HECTD3
79660	PPP1R3B
79668	PARP8
79670	TUT7
79672	FN3KRP
79690	GAL3ST4
79691	QTRT2
79695	GALNT12
79705	LRRK1
79707	NOL9
79709	COLGALT1
79717	PPCS
79718	TBL1XR1
79723	SUV39H2
79731	NARS2
79751	SLC25A22
79796	ALG9
79799	UGT2A3
79813	EHMT1
79814	AGMAT
79834	PEAK1
79837	PIP4K2C
79858	NEK11
79868	ALG13
79871	RPAP2
79872	CBLL1
79888	LPCAT1
79896	THNSL1
79901	CYBRD1
7991	TUSC3
7994	KAT6A
79944	L2HGDH
79948	PLPPR3
79966	SCD5
79993	ELOVL7
80024	SLC8B1
80025	PANK2
80055	PGAP1
801	CALM1
80142	PTGES2
80146	UXS1
80150	ASRGL1
80162	PGGHG
80168	MOGAT2
80201	HKDC1
80205	CHD9
80221	ACSF2
80222	TARS2
80235	PIGZ
80270	HSD3B7
80271	ITPKC
8029	CUBN
80308	FLAD1
80324	PUS1
80339	PNPLA3
8034	SLC25A16
80347	COASY
80351	TNKS2
8050	PDHX
8061	FOSL1
80704	SLC19A3
80724	ACAD10
8073	PTP4A2
80824	DUSP16
8085	KMT2D
80854	SETD7
80895	ILKAP
81031	SLC2A10
814	CAMK4
8140	SLC7A5
81490	PTDSS2
815	CAMK2A
81537	SGPP1
81539	SLC38A1
81559	TRIM11
81579	PLA2G12A
816	CAMK2B
81616	ACSBG2
81627	TRMT1L
81629	TSSK3
81693	AMN
817	CAMK2D
8170	SLC14A2
81788	NUAK2
818	CAMK2G
81847	RNF146
81849	ST6GALNAC5
81855	SFXN3
81888	HYI
81890	QTRT1
81894	SLC25A28
8202	NCOA3
8228	PNPLA4
8237	USP11
8239	USP9X
8260	NAA10
8277	TKTL1
8287	USP9Y
8288	EPX
8309	ACOX2
8310	ACOX3
8315	BRAP
8317	CDC7
833	CARS
83401	ELOVL3
83440	ADPGK
83468	GLT8D2
83539	CHST9
83549	UCK1
83594	NUDT12
83666	PARP9
83697	SLC4A9
8372	HYAL3
83732	RIOK1
83733	SLC25A18
83844	USP26
83852	SETDB2
83884	SLC25A2
8394	PIP5K1A
83942	TSSK1B
8395	PIP5K1B
8396	PIP4K2B
8398	PLA2G6
83983	TSSK6
8399	PLA2G10
84002	B3GNT5
8402	SLC25A11
84076	TKTL2
8408	ULK1
84101	USP44
84102	SLC41A2
84105	PCBD2
84129	ACAD11
84132	USP42
84148	KAT8
84152	PPP1R1B
84172	POLR1B
8418	CMAHP
84188	FAR1
84196	USP48
84231	TRAF7
8424	BBOX1
84254	CAMKK1
84264	HAGHL
84265	POLR3GL
84274	COQ5
8428	STK24
8435	SOAT2
8443	GNPAT
8444	DYRK3
84444	DOT1L
84446	BRSK1
84447	SYVN1
8445	DYRK2
84451	MAP3K21
8446	DUSP11
84513	PLPP5
84532	ACSS1
84569	LYZL1
8459	TPST2
8460	TPST1
84618	NT5C1A
84640	USP38
84647	PLA2G12B
84649	DGAT2
84669	USP32
84676	TRIM63
84679	SLC9A7
8468	FKBP6
84693	MCEE
847	CAT
84701	COX4I2
84706	GPT2
84720	PIGO
8473	OGT
84735	CNDP1
84749	USP30
84750	FUT10
84752	B3GNT9
8476	CDC42BPA
84787	KMT5C
8479	HIRIP3
84803	GPAT3
84812	PLCD4
84814	PLPP7
84867	PTPN5
84869	CBR4
84875	PARP10
84881	RPUSD4
84889	SLC7A3
84890	ADO
8491	MAP4K3
84912	SLC35B4
84920	ALG10
84926	SPRYD3
8493	PPM1D
84930	MASTL
84937	ZNRF1
84992	PIGY
85007	PHYKPL
8501	SLC43A1
85015	USP45
8503	PIK3R3
8509	NDST2
8513	LIPF
8520	HAT1
8525	DGKZ
8526	DGKE
8527	DGKD
8528	DDO
8529	CYP4F2
85313	PPIL4
85320	ABCC11
8534	CHST1
8536	CAMK1
85365	ALG2
85366	MYLK2
8540	AGPS
85413	SLC22A16
85441	HELZ2
85464	SSH2
85465	SELENOI
85481	PSKH2
8550	MAPKAPK5
8555	CDC14B
8556	CDC14A
8558	CDK10
8560	DEGS1
8564	KMO
8565	YARS
8566	PDXK
8569	MKNK1
8573	CASK
8574	AKR7A2
8576	STK16
8604	SLC25A12
8605	PLA2G4C
8608	RDH16
8611	PLPP1
8612	PLPP2
8613	PLPP3
8621	CDK13
8622	PDE8B
8630	HSD17B6
8634	RTCA
8637	EIF4EBP3
8639	AOC3
8644	AKR1C3
8647	ABCB11
8648	NCOA1
8654	PDE5A
8658	TNKS
8659	ALDH4A1
8671	SLC4A4
8681	JMJD7-PLA2G4B
8693	GALNT4
8694	DGAT1
8702	B4GALT4
8703	B4GALT3
8704	B4GALT2
8705	B3GALT4
8706	B3GALNT1
8707	B3GALT2
8708	B3GALT1
8711	TNK1
8714	ABCC3
87178	PNPT1
8722	CTSF
873	CBR1
8731	RNMT
8732	RNGTT
8733	GPAA1
8737	RIPK1
874	CBR3
875	CBS
8760	CDS2
8767	RIPK2
8776	MTMR1
8780	RIOK3
8781	PSPHP1
8789	FBP2
8790	FPGT
8798	DYRK4
8800	PEX11A
8801	SUCLG2
8802	SUCLG1
8803	SUCLA2
8813	DPM1
8814	CDKL1
8818	DPM2
8821	INPP4B
8824	CES2
883	KYAT1
8833	GMPS
8836	GGH
8841	HDAC3
8850	KAT2B
8854	ALDH1A2
8859	STK19
8867	SYNJ1
8869	ST3GAL5
8871	SYNJ2
8875	VNN2
8876	VNN1
8877	SPHK1
8879	SGPL1
8884	SLC5A6
8897	MTMR3
8898	MTMR2
8899	PRPF4B
8908	GYG2
8916	HERC3
8924	HERC2
8925	HERC1
8942	KYNU
8972	MGAM
8974	P4HA2
8975	USP13
89792	GAL3ST3
8985	PLOD3
8986	RPS6KA4
89869	PLCZ1
89872	AQP10
89874	SLC25A21
89910	UBE3B
8992	ATP6V0E1
8993	PGLYRP1
8997	KALRN
8999	CDKL2
9	NAT1
90	ACVR1
9016	SLC25A14
90161	HS6ST2
9020	MAP3K14
9023	CH25H
9024	BRSK2
9025	RNF8
90381	TICRR
9039	UBA3
9040	UBE2M
90423	ATP6V1E2
9045	RPL14
9056	SLC7A7
9057	SLC7A6
9058	SLC13A2
9060	PAPSS2
9061	PAPSS1
9064	MAP3K6
90678	LRSAM1
90701	SEC11C
9085	CDY1
9088	PKMYT1
9091	PIGQ
9097	USP14
9098	USP6
9099	USP2
91	ACVR1B
9100	USP10
9101	USP8
91012	CERS5
9107	MTMR6
9108	MTMR7
9113	LATS1
9114	ATP6V0D1
91179	SCARF2
91227	GGTLC2
9123	SLC16A3
9128	PRPF4
91373	UAP1L1
91445	RNF185
9148	NEURL1
9149	DYRK1B
9150	CTDP1
9152	SLC6A5
9153	SLC28A2
9154	SLC28A1
9162	DGKI
9167	COX7A2L
91703	ACY3
91734	IDI2
9175	MAP3K13
91754	NEK9
91807	MYLK3
9187	SLC24A1
9194	SLC16A7
9197	SLC33A1
92	ACVR2A
9200	HACD1
9201	DCLK1
92086	GGTLC1
9212	AURKB
92235	DUSP27
9227	LRAT
92370	PXYLP1
9245	GCNT3
9246	UBE2L6
92483	LDHAL6B
9249	DHRS3
9252	RPS6KA5
92579	G6PC3
9261	MAPKAPK2
9262	STK17B
9263	STK17A
92745	SLC38A5
9276	COPB2
92912	UBE2Q2
92935	MARS2
9296	ATP6V1F
92979	MARCH9
93	ACVR2B
93010	B3GNT7
93034	NT5C1B
93100	NAPRT
93183	PIGM
9320	TRIP12
9329	GTF3C4
9331	B4GALT6
9333	TGM5
9334	B4GALT5
9344	TAOK2
9348	NDST3
93492	TPTE2
93517	SDR42E1
9354	UBE4A
9356	SLC22A6
9360	PPIG
9365	KL
93650	ACP4
9374	PPT2
9376	SLC22A8
9377	COX5A
9380	GRHPR
9388	LIPG
9390	SLC22A13
9394	HS6ST1
9397	NMT2
93979	CPA5
94	ACVRL1
94005	PIGS
94033	FTMT
9415	FADS2
9420	CYP7B1
9426	CDY2A
9429	ABCG2
9435	CHST2
9446	GSTO1
9451	EIF2AK3
9453	GGPS1
9468	PCYT1B
9469	CHST3
9475	ROCK2
9476	NAPSA
948	CD36
